#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dump_00004_tls13
#open	2025-02-23-09-13-25
#fields	tls_packet_lengths_record
#types	vector[count]
508,17,78,7
508,17,70,5
508,17,70,5
508,17,70,5
508,17,104,6
508,17,104,6
609,17,124,3
508,17,74,6
508,17,85,2
508,17,66,4
508,17,78,7
508,17,78,7
508,17,85,2
508,17,118,2
508,17,118,2
508,17,118,2
609,17,124,3
609,17,124,3
508,17,118,2
508,17,118,2
508,17,85,2
609,17,124,3
508,17,118,2
508,17,84,2
508,17,61,4
508,17,61,4
508,17,68,5
508,17,68,5
508,17,118,2
508,17,118,2
508,17,118,2
508,17,78,7
508,17,76,7
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,78,7
508,17,66,4
508,17,104,6
508,17,100,5
508,17,78,7
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,91,4
508,17,91,4
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
589,17,124,3
508,17,87,3
508,17,95,5
508,17,87,3
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
616,17,84,2
508,17,95,5
508,17,95,5
508,17,95,5
508,17,95,5
508,17,100,5
508,17,118,2
508,17,118,2
508,17,74,6
508,17,74,6
508,17,80,6
508,17,76,5
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,18,124,3
508,17,66,4
508,17,78,7
508,17,96,4
508,17,78,7
508,17,78,7
508,17,80,6
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,78,7
508,17,118,2
508,17,118,2
508,17,118,2
508,17,442,8
508,17,87,3
508,17,84,7
511,16,96,3
508,17,104,6
508,17,100,5
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,100,5
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,100,5
526,16,70,5
508,17,104,6
508,17,104,6
508,17,100,5
508,17,100,5
508,17,100,5
508,17,100,5
508,17,104,6
508,17,96,4
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,16,89,3
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,18,124,3
508,17,70,5
508,17,104,6
508,17,118,2
508,17,118,2
508,17,96,4
508,17,104,6
508,17,118,2
542,17,118,2
523,16,66,4
508,17,104,6
508,17,72,4
508,17,72,4
508,17,85,2
508,17,85,2
508,17,85,2
508,17,100,5
508,17,100,5
508,17,100,5
508,17,100,5
508,17,96,4
508,17,96,4
508,17,87,3
508,17,100,5
508,17,95,5
508,17,85,2
508,17,85,2
508,17,85,2
508,17,85,2
508,17,85,2
508,17,85,2
508,17,118,2
609,17,124,3
526,16,96,4
508,17,74,6
508,17,85,2
508,17,85,2
508,17,100,5
508,17,85,2
508,17,85,2
508,17,85,2
508,17,68,5
508,17,70,5
508,17,70,5
597,17,118,2
570,17,124,3
508,17,98,4
508,17,98,4
508,17,70,1
508,17,70,1
508,17,70,1
508,17,70,1
508,17,70,1
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,98,4
508,17,81,2
508,17,70,5
508,17,70,5
508,17,76,5
508,17,70,5
508,17,70,5
508,17,76,5
508,17,70,1217
508,17,70,1
508,17,70,1
508,17,70,1
508,17,81,2
508,17,92,2
508,17,77,1
508,17,77,1
508,17,77,1
508,17,61,4
508,17,70,1217
508,17,70,1217
508,17,70,5
508,17,70,5
508,17,70,5
508,17,98,4
508,17,61,4
508,17,98,4
508,17,85,3
508,17,70,5
508,17,70,5
508,17,77,1
508,17,77,1
508,17,65,5
508,17,65,5
508,17,118,2
508,17,65,5
508,17,118,2
508,17,118,2
508,17,87,3
508,17,87,3
508,17,87,3
508,17,118,2
508,17,118,2
508,17,118,2
508,17,100,5
508,17,104,6
508,17,118,2
508,17,104,6
508,17,104,6
508,17,98,4
508,17,68,5
508,17,118,2
508,17,118,2
508,17,61,4
508,17,85,2
508,17,96,4
508,17,104,6
508,17,98,5
510,17,77,1
510,17,77,1
508,17,104,6
508,17,100,5
508,17,80,6
508,17,80,6
508,17,104,6
508,17,96,4
508,17,77,1
508,17,85,2
508,17,85,2
508,17,85,2
508,17,85,2
508,17,85,2
508,17,85,2
508,17,85,2
508,17,85,2
508,17,96,4
508,17,74,6
508,17,74,6
508,17,74,6
508,17,74,6
508,17,74,6
508,17,74,6
508,17,66,4
508,17,66,4
508,17,66,4
508,17,118,2
508,17,90,3
508,17,78,7
508,17,85,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,87,3
508,17,87,3
508,17,87,3
508,17,104,6
508,17,104,6
508,17,104,6
508,17,100,5
508,17,100,5
508,17,104,6
610,17,124,3
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,100,5
508,17,100,5
508,17,66,4
508,17,85,3
508,17,118,2
508,17,66,4
508,17,104,6
508,17,74,6
508,17,74,6
508,17,74,6
508,17,77,1
508,17,77,1
508,17,104,6
508,17,84,7
508,18,124,3
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,104,6
508,17,85,2
508,17,85,2
508,17,84,2
508,17,92,2
508,17,92,2
508,17,66,4
508,17,66,4
508,17,118,2
508,17,118,2
508,17,61,4
508,17,61,4
508,17,118,2
508,17,118,2
508,17,104,6
508,17,104,6
508,17,74,6
508,17,68,5
508,17,49,2
508,17,49,2
508,17,49,2
508,17,49,2
508,17,49,2
508,17,49,2
508,17,49,2
508,17,49,2
508,17,49,2
508,17,49,2
508,17,77,1
508,17,77,1
508,17,100,5
508,17,100,5
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,61,4
508,17,61,4
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,77,1
508,17,59,4
508,17,59,4
508,17,59,4
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,76,5
508,17,76,5
508,17,118,2
508,17,118,2
578,17,124,3
508,17,118,2
508,17,72,4
566,17,124,3
572,17,124,3
508,17,118,2
508,17,66,4
508,17,66,4
508,17,59,4
508,17,59,4
508,17,118,2
508,17,441,8
508,17,441,8
508,17,104,6
508,17,443,8
508,17,80,6
508,17,80,6
508,17,80,6
508,17,92,2
518,16,92,2
518,16,92,2
508,17,80,6
508,17,80,6
508,17,74,6
590,17,84,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,83,2
508,17,83,2
508,17,100,5
508,17,118,2
508,17,118,2
585,17,118,2
508,17,104,6
508,17,118,2
508,17,95,5
508,17,70,5
508,17,74,6
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,76,5
508,17,76,5
508,17,118,2
508,17,96,3
508,17,96,3
508,17,96,3
508,17,96,3
508,17,87,3
508,17,78,7
508,17,78,7
508,17,74,6
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,61,4
508,17,61,4
508,17,104,6
508,17,70,5
508,17,68,5
508,17,100,5
508,17,70,5
508,17,118,2
508,17,118,2
508,17,118,2
508,17,76,5
508,17,76,5
508,17,85,3
508,17,85,3
508,17,85,3
508,17,118,2
508,17,118,2
508,17,118,2
547,17,124,3
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
547,17,124,3
508,17,118,2
547,17,124,3
508,17,118,2
508,17,118,2
508,17,118,2
508,17,118,2
616,17,84,2
508,17,118,2
508,17,57,3
508,17,57,3
508,17,57,3
508,17,85,2
508,17,85,2
508,17,66,4
508,17,74,6
508,17,66,4
508,17,66,4
508,17,85,2
508,17,85,2
508,17,66,4
508,17,100,5
508,17,70,5
508,16,61,4
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,74,6
508,17,74,6
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,76,5
508,17,53,3
508,17,53,3
508,17,53,3
508,17,76,5
508,17,76,5
508,17,74,6
508,17,74,6
508,17,76,5
508,17,76,5
508,17,74,6
508,17,76,5
508,17,76,5
508,17,76,5
508,17,87,3
508,17,87,3
508,17,74,6
508,17,80,6
508,17,80,6
508,17,80,6
508,17,83,2
508,17,83,2
508,17,84,2
551,17,124,3
508,17,72,4
508,17,72,4
508,17,72,4
508,17,78,7
508,17,78,7
508,17,118,2
508,17,68,5
508,17,96,4
508,17,100,5
525,16,96,4
525,16,96,4
525,16,96,4
508,17,95,5
523,16,66,4
508,17,96,4
508,17,84,7
508,17,84,7
508,17,84,7
508,17,78,7
508,17,118,2
508,17,118,2
508,17,102,5
508,17,102,5
508,17,102,5
508,17,102,5
508,17,102,5
508,18,124,3
508,17,118,2
508,17,118,2
572,17,124,3
508,17,72,4
508,17,72,4
508,17,118,2
508,17,76,5
508,17,76,5
508,17,92,2
508,17,92,2
508,17,92,2
508,17,92,2
508,17,81,2
508,17,81,2
508,17,74,6
572,17,124,3
610,17,124,3
508,17,104,6
609,17,124,3
508,17,118,2
508,17,118,2
560,16,94,4
508,17,118,2
577,17,124,3
508,17,104,6
508,17,100,5
508,17,85,2
508,17,85,2
508,17,118,2
508,17,118,2
508,17,118,2
508,17,74,6
508,17,96,4
508,17,74,6
508,17,74,6
550,17,124,3
589,17,124,3
508,17,118,2
547,17,124,3
508,17,118,2
508,17,72,4
508,17,61,4
508,17,102,5
508,17,102,5
569,16,94,4
508,17,102,5
508,17,102,5
508,17,102,5
508,17,65,5
508,17,102,5
508,17,102,5
508,17,100,5
508,17,87,3
508,17,80,6
508,17,70,5
508,17,70,5
508,17,104,6
508,17,81,2
508,17,81,2
508,17,81,2
508,17,89,3
508,17,89,3
508,17,89,3
508,17,118,2
508,17,65,5
508,17,104,6
508,17,81,2
508,17,61,4
508,17,61,4
